pvd_id,state,install_month,pv_dc_kw,pv_ac_kw,battery_kwh,stc_count,stc_price,stc_value,battery_rebate,price_base,price_net,annual_generation_kwh,annual_savings_aud,payback_years_net
357110,QLD,2024-10,6.64,5.0,,64.0,35.0,2240.0,0.0,,,9960.0,1384.44,
357113,NSW,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
357114,NSW,2024-10,9.2,8.25,,89.0,35.0,3115.0,0.0,,,12879.999999999998,1957.7599999999998,
357117,SA,2024-11,10.56,15.0,,102.0,35.0,3570.0,0.0,,,15840.0,2724.48,
357118,NSW,2024-10,11.2,10.0,,108.0,35.0,3780.0,0.0,,,15679.999999999998,2383.3599999999997,
357119,NSW,2024-10,10.08,10.0,,97.0,35.0,3395.0,0.0,,,14112.0,2145.0240000000003,
357120,NSW,2024-10,10.45,10.0,,101.0,35.0,3535.0,0.0,,,14629.999999999998,2223.7599999999998,
357126,QLD,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357127,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357128,QLD,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357130,NSW,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357135,VIC,2024-10,10.56,8.5,,87.0,35.0,3045.0,0.0,,,13728.0,1825.824,
357136,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357139,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357140,NSW,2024-10,6.58,5.0,,63.0,35.0,2205.0,0.0,,,9212.0,1400.224,
357143,QLD,2024-11,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
357146,NSW,2024-10,7.82,0.38,,75.0,35.0,2625.0,0.0,,,10948.0,1664.096,
357147,NSW,2024-10,10.56,8.25,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357148,WA,2024-11,13.2,10.0,,127.0,35.0,4445.0,0.0,,,21120.0,2576.64,
357150,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357152,VIC,2024-10,10.12,8.0,,83.0,35.0,2905.0,0.0,,,13155.999999999998,1749.7479999999998,
357154,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357157,SA,2024-11,6.6,5.0,9.6,63.0,35.0,2205.0,0.0,21150.225,18945.225,9900.0,2653.2000000000003,7.140518995929442
357158,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357160,VIC,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,8580.0,1141.14,
357165,WA,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
357167,WA,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
357168,WA,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
357169,QLD,2024-10,10.56,8.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
357171,QLD,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357172,WA,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,21120.0,2576.64,
357173,NSW,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357174,WA,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
357175,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357179,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357180,WA,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
357181,NSW,2024-10,4.4,5.0,,42.0,35.0,1470.0,0.0,,,6160.000000000001,936.3200000000002,
357182,QLD,2024-10,3.96,5.0,,38.0,35.0,1330.0,0.0,,,5940.0,825.6600000000001,
357183,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357184,QLD,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357188,QLD,2024-10,9.68,10.0,,93.0,35.0,3255.0,0.0,,,14520.0,2018.28,
357192,WA,2024-10,3.96,3.0,,38.0,35.0,1330.0,0.0,,,6336.0,772.992,
357194,TAS,2024-11,6.6,5.0,,54.0,35.0,1890.0,0.0,,,7920.0,1053.3600000000001,
357195,VIC,2024-11,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
357197,NSW,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
357199,NSW,2024-11,8.8,8.0,,85.0,35.0,2975.0,0.0,,,12320.000000000002,1872.6400000000003,
357202,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357204,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357205,NSW,2024-10,10.56,8.0,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357206,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357207,NSW,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
357214,QLD,2024-11,9.68,8.0,,93.0,35.0,3255.0,0.0,,,14520.0,2018.28,
357215,QLD,2024-10,13.2,10.0,,141.0,35.0,4935.0,0.0,,,19800.0,2752.2,
357216,QLD,2024-11,12.35,10.0,,119.0,35.0,4165.0,0.0,,,18525.0,2574.9750000000004,
357217,WA,2024-12,13.2,10.0,,127.0,35.0,4445.0,0.0,,,21120.0,2576.64,
357222,VIC,2024-11,14.52,15.0,,140.0,35.0,4900.0,0.0,,,18876.0,2510.5080000000003,
357227,NSW,2024-12,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357230,NSW,2024-10,9.68,10.0,,93.0,35.0,3255.0,0.0,,,13552.0,2059.904,
357234,VIC,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,17160.0,2282.28,
357235,VIC,2024-10,10.93,10.0,,90.0,35.0,3150.0,0.0,,,14209.0,1889.797,
357236,VIC,2024-10,10.45,10.0,,86.0,35.0,3010.0,0.0,,,13584.999999999998,1806.8049999999998,
357239,QLD,2024-10,10.56,10.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
357240,VIC,2024-10,6.6,5.0,13.34,63.0,35.0,2205.0,0.0,24536.399999999998,22331.399999999998,8580.0,1861.8600000000001,11.994134897360702
357241,WA,2024-10,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
357243,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357245,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357246,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357247,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357249,NSW,2024-10,26.4,20.0,,255.0,35.0,8925.0,0.0,,,36960.0,5617.92,
357252,SA,2024-10,10.56,10.0,,102.0,35.0,3570.0,0.0,,,15840.0,2724.48,
357254,NSW,2024-10,37.2,25.0,25.0,359.0,35.0,12565.0,0.0,77694.0,65129.0,52080.00000000001,12915.84,5.042567885635004
357258,ACT,2024-10,10.56,8.5,,102.0,35.0,3570.0,0.0,,,14784.0,2158.464,
357259,NSW,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,8624.0,1310.848,
357260,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357261,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357262,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357264,NSW,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357266,QLD,2024-10,8.36,8.0,,80.0,35.0,2800.0,0.0,,,12540.0,1743.06,
357268,NSW,2024-10,8.36,8.0,,80.0,35.0,2800.0,0.0,,,11704.0,1779.008,
357269,NSW,2024-10,11.44,10.0,,110.0,35.0,3850.0,0.0,,,16016.0,2434.4320000000002,
357270,QLD,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357271,QLD,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357272,QLD,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
357273,QLD,2024-10,4.84,5.0,,46.0,35.0,1610.0,0.0,,,7260.0,1009.14,
357274,QLD,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9240.0,1284.3600000000001,
357277,QLD,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357278,QLD,2024-10,8.36,8.0,,80.0,35.0,2800.0,0.0,,,12540.0,1743.06,
357279,QLD,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357280,VIC,2024-10,10.12,8.0,,83.0,35.0,2905.0,0.0,,,13155.999999999998,1749.7479999999998,
357281,SA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1702.8000000000002,
357282,QLD,2024-10,14.96,10.0,9.6,144.0,35.0,5040.0,0.0,31795.199999999997,26755.199999999997,22440.0,5183.639999999999,5.161469546496284
357283,QLD,2024-11,7.92,8.0,,76.0,35.0,2660.0,0.0,,,11880.0,1651.3200000000002,
357285,NSW,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,8624.0,1310.848,
357290,QLD,2024-11,13.2,10.0,,141.0,35.0,4935.0,0.0,,,19800.0,2752.2,
357291,QLD,2024-11,13.2,10.0,,141.0,35.0,4935.0,0.0,,,19800.0,2752.2,
357292,QLD,2024-10,13.2,10.0,,141.0,35.0,4935.0,0.0,,,19800.0,2752.2,
357294,QLD,2024-10,10.56,8.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
357295,SA,2024-10,7.48,8.5,,72.0,35.0,2520.0,0.0,,,11220.0,1929.8400000000001,
357297,QLD,2024-11,13.2,10.0,,149.0,35.0,5215.0,0.0,,,19800.0,2752.2,
357298,QLD,2025-02,19.36,15.0,,160.0,35.5,5680.0,0.0,,,29040.0,4036.56,
357299,QLD,2024-12,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357300,NSW,2024-11,6.16,5.0,,59.0,35.0,2065.0,0.0,,,8624.0,1310.848,
357302,NSW,2024-11,10.56,8.5,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357303,SA,2024-10,14.08,10.0,13.34,136.0,35.0,4760.0,0.0,35165.297999999995,30405.297999999995,21120.0,5660.16,5.371808924129352
357304,QLD,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357307,SA,2024-12,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1702.8000000000002,
357308,NSW,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357309,VIC,2024-11,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
357311,SA,2024-10,7.48,5.0,13.34,72.0,35.0,2520.0,0.0,26136.855,23616.855,11220.0,3006.96,7.854063572511772
357312,SA,2024-11,9.24,5.0,15.6,89.0,35.0,3115.0,0.0,30063.3,26948.3,13860.0,3714.4800000000005,7.254932049708168
357313,SA,2024-10,7.48,5.0,13.34,72.0,35.0,2520.0,0.0,25598.999999999996,23078.999999999996,11220.0,3006.96,7.675193550961767
357316,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357321,WA,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
357322,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357323,WA,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
357324,QLD,2024-10,10.56,8.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
357326,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357327,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357328,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357329,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357330,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357331,NSW,2024-10,10.12,10.0,,97.0,35.0,3395.0,0.0,,,14167.999999999998,2153.536,
357334,WA,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
357338,WA,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
357339,NSW,2024-11,10.56,8.0,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357340,SA,2024-10,9.68,10.0,9.6,93.0,35.0,3255.0,0.0,25419.6,22164.6,14520.0,3891.36,5.695849266066362
357341,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357343,VIC,2024-12,10.12,8.0,,83.0,35.0,2905.0,0.0,,,13155.999999999998,1749.7479999999998,
357344,WA,2024-10,6.16,5.0,,59.0,35.0,2065.0,0.0,,,9856.0,1202.4319999999998,
357346,WA,2024-10,3.52,3.0,,34.0,35.0,1190.0,0.0,,,5632.0,687.1039999999999,
357349,WA,2024-11,10.12,8.0,,97.0,35.0,3395.0,0.0,,,16191.999999999998,1975.4239999999995,
357350,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357351,SA,2024-10,11.88,10.0,12.8,114.0,35.0,3990.0,0.0,32191.605000000003,28201.605000000003,17820.0,4775.76,5.9051554098195895
357352,WA,2024-10,4.4,5.0,,42.0,35.0,1470.0,0.0,,,7040.000000000001,858.88,
357353,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357354,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357357,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357359,VIC,2024-10,13.2,10.0,,109.0,35.0,3815.0,0.0,,,17160.0,2282.28,
357360,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357361,QLD,2024-12,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
357365,VIC,2024-10,10.12,10.0,,97.0,35.0,3395.0,0.0,,,13155.999999999998,1749.7479999999998,
357366,QLD,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
357369,SA,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,3405.6000000000004,
357370,QLD,2024-10,10.56,8.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
357371,NSW,2024-10,10.56,8.0,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357372,NSW,2024-10,10.56,8.5,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357374,VIC,2024-10,10.12,10.0,,97.0,35.0,3395.0,0.0,,,13155.999999999998,1749.7479999999998,
357376,VIC,2024-10,10.12,8.0,,83.0,35.0,2905.0,0.0,,,13155.999999999998,1749.7479999999998,
357379,NSW,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
357380,QLD,2024-10,10.56,8.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
357381,SA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1702.8000000000002,
357382,NSW,2024-11,10.56,5.0,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357383,SA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1702.8000000000002,
357385,SA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1702.8000000000002,
357387,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357389,SA,2024-11,12.32,10.0,9.6,119.0,35.0,4165.0,0.0,28607.399999999998,24442.399999999998,18480.0,4952.64,4.935226465077211
357390,NSW,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
357392,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357395,WA,2024-12,7.57,5.0,7.8,73.0,35.0,2555.0,0.0,19973.774999999998,17418.774999999998,12112.0,2640.4159999999997,6.596981309005853
357396,NSW,2024-10,10.56,8.0,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357397,NSW,2024-10,10.56,8.0,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357399,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357400,VIC,2024-10,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
357401,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357402,NSW,2024-11,13.2,5.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
357404,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357405,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357408,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357409,NSW,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357410,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357411,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357412,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357414,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357415,QLD,2024-10,12.32,10.0,,119.0,35.0,4165.0,0.0,,,18480.0,2568.7200000000003,
357416,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357422,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357423,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357424,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357425,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357426,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357427,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357428,NSW,2024-11,8.8,8.5,,85.0,35.0,2975.0,0.0,,,12320.000000000002,1872.6400000000003,
357429,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357432,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357434,WA,2024-11,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
357435,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357437,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357438,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357439,WA,2024-12,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357443,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357444,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357445,NSW,2024-10,10.56,8.5,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357446,VIC,2024-10,13.2,10.0,,109.0,35.0,3815.0,0.0,,,17160.0,2282.28,
357447,VIC,2024-10,6.65,5.0,,55.0,35.0,1925.0,0.0,,,8645.0,1149.785,
357448,VIC,2024-10,13.2,10.0,,109.0,35.0,3815.0,0.0,,,17160.0,2282.28,
357449,VIC,2025-01,13.2,10.0,,93.0,36.0,3348.0,0.0,,,17160.0,2282.28,
357453,NSW,2024-11,10.01,10.0,,96.0,35.0,3360.0,0.0,,,14014.0,2130.128,
357454,QLD,2024-10,8.58,8.5,,83.0,35.0,2905.0,0.0,,,12870.0,1788.93,
357455,NSW,2024-10,18.04,15.0,,174.0,35.0,6090.0,0.0,,,25256.0,3838.9120000000003,
357458,NSW,2024-11,19.8,15.0,,191.0,35.0,6685.0,0.0,,,27720.0,4213.44,
357462,ACT,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1349.04,
357463,NSW,2024-10,13.3,10.0,,128.0,35.0,4480.0,0.0,,,18620.0,2830.24,
357468,VIC,2024-10,10.12,10.0,,97.0,35.0,3395.0,0.0,,,13155.999999999998,1749.7479999999998,
357469,VIC,2024-10,13.2,10.0,,109.0,35.0,3815.0,0.0,,,17160.0,2282.28,
357470,QLD,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
357471,VIC,2024-10,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
357472,VIC,2024-11,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
357473,VIC,2024-10,10.12,10.0,,97.0,35.0,3395.0,0.0,,,13155.999999999998,1749.7479999999998,
357474,NSW,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
357476,WA,2024-11,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
357477,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357480,WA,2024-09,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357481,WA,2024-09,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357482,QLD,2024-11,39.96,30.0,,386.0,35.0,13510.0,0.0,,,59940.0,8331.66,
357484,SA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1702.8000000000002,
357486,NSW,2024-12,13.2,0.36,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
357487,NSW,2024-10,10.56,10.0,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357488,VIC,2024-10,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
357489,WA,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357492,VIC,2024-10,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
357493,VIC,2024-10,6.65,5.0,,55.0,35.0,1925.0,0.0,,,8645.0,1149.785,
357494,NSW,2024-11,13.2,10.0,,127.0,35.0,4445.0,0.0,,,18480.0,2808.96,
357497,VIC,2024-10,6.65,5.0,,55.0,35.0,1925.0,0.0,,,8645.0,1149.785,
357498,VIC,2024-10,10.56,10.0,,87.0,35.0,3045.0,0.0,,,13728.0,1825.824,
357500,VIC,2024-10,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
357501,VIC,2024-10,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
357504,VIC,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,17160.0,2282.28,
357505,VIC,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,8580.0,1141.14,
357518,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357519,WA,2024-10,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
357520,WA,2024-10,6.65,5.0,,64.0,35.0,2240.0,0.0,,,10640.0,1298.08,
357521,WA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,10560.0,1288.32,
357522,SA,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1702.8000000000002,
357523,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357528,VIC,2024-10,6.6,5.0,,54.0,35.0,1890.0,0.0,,,8580.0,1141.14,
357529,VIC,2024-10,6.65,5.0,,55.0,35.0,1925.0,0.0,,,8645.0,1149.785,
357530,VIC,2024-10,13.2,10.0,9.6,109.0,35.0,3815.0,0.0,30553.199999999997,26738.199999999997,17160.0,3723.7200000000003,7.180507664378631
357531,VIC,2024-10,6.18,5.0,,51.0,35.0,1785.0,0.0,,,8034.0,1068.522,
357533,VIC,2024-10,12.65,10.0,,104.0,35.0,3640.0,0.0,,,16445.0,2187.1850000000004,
357535,NSW,2024-10,13.1,10.0,,126.0,35.0,4410.0,0.0,,,18340.0,2787.6800000000003,
357537,WA,2024-10,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
357539,QLD,2024-10,10.56,8.0,,102.0,35.0,3570.0,0.0,,,15840.0,2201.76,
357541,NSW,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9240.0,1404.48,
357542,NSW,2024-10,5.72,5.0,,55.0,35.0,1925.0,0.0,,,8008.0,1217.2160000000001,
357543,WA,2024-10,6.64,5.0,,64.0,35.0,2240.0,0.0,,,10624.0,1296.128,
357544,VIC,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,8580.0,1141.14,
357545,QLD,2024-11,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357546,SA,2024-10,9.68,10.0,,93.0,35.0,3255.0,0.0,,,14520.0,2497.4400000000005,
357548,QLD,2024-10,8.8,8.0,,85.0,35.0,2975.0,0.0,,,13200.000000000002,1834.8000000000002,
357549,QLD,2024-10,4.4,5.0,,42.0,35.0,1470.0,0.0,,,6600.000000000001,917.4000000000001,
357552,NSW,2024-10,5.28,5.0,,51.0,35.0,1785.0,0.0,,,7392.0,1123.5839999999998,
357553,NSW,2024-10,39.78,30.0,,384.0,35.0,13440.0,0.0,,,55692.0,8465.184000000001,
357554,NSW,2024-10,10.56,10.0,,102.0,35.0,3570.0,0.0,,,14784.0,2247.1679999999997,
357556,QLD,2024-10,13.2,10.0,,127.0,35.0,4445.0,0.0,,,19800.0,2752.2,
357557,WA,2024-10,11.6,10.0,,112.0,35.0,3920.0,0.0,,,18560.0,2264.3199999999997,
357558,QLD,2024-10,8.36,8.0,,80.0,35.0,2800.0,0.0,,,12540.0,1743.06,
357559,QLD,2024-10,6.6,5.0,,63.0,35.0,2205.0,0.0,,,9900.0,1376.1,
357562,QLD,2024-10,4.84,5.0,,46.0,35.0,1610.0,0.0,,,7260.0,1009.14,
357563,QLD,2024-10,4.84,5.0,,46.0,35.0,1610.0,0.0,,,7260.0,1009.14,
357565,NSW,2024-10,8.36,8.0,,80.0,35.0,2800.0,0.0,,,11704.0,1779.008,
357568,ACT,2024-10,7.92,6.0,6.4,76.0,35.0,2660.0,0.0,19718.820000000003,17058.820000000003,11088.0,2594.5919999999996,6.574760116426785
